classe,formato_chapeu,superficie_chapeu,cor_chapeu,machucados,odor,fixacao_lamina,espacamento_lamina,tamanho_lamina,cor_lamina,formato_caule,raiz_caule,superficie_caule_acima_anel,superficie_caule_abaixo_anel,cor_caule_acima_anel,cor_caule_abaixo_anel,tipo_veu,cor_veu,numero_aneis,tipo_anel,cor_esporos,populacao,habitat
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,lisa,cinza,sim,fetido,livre,proxima,larga,rosa,afinando,bulbosa,fibrosa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,gramado
venenoso,convexo,escamosa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
comestivel,convexo,escamosa,marrom,sim,nenhum,livre,proxima,larga,branca,alargando,desconhecida,lisa,lisa,vermelha,branca,parcial,branca,dois,evanescente,branca,agrupada,residuos
comestivel,achatado,escamosa,marrom,nao,nenhum,livre,lotada,estreita,branca,alargando,bulbosa,fibrosa,fibrosa,branca,marrom,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,bege,sim,nenhum,livre,proxima,larga,cinza,alargando,bulbosa,lisa,lisa,branca,branca,parcial,branca,dois,pendente,verde,varias,gramado
venenoso,nodoso,fibrosa,marrom,nao,nenhum,livre,proxima,estreita,branca,alargando,desconhecida,sedosa,escamosa,branca,amarela,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,lisa,cinza,sim,fetido,livre,proxima,larga,rosa,afinando,bulbosa,lisa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,gramado
comestivel,convexo,escamosa,verde,nao,nenhum,livre,proxima,estreita,roxa,alargando,desconhecida,lisa,fibrosa,branca,branca,parcial,branca,um,flarante,chocolate,solitaria,florestas
venenoso,convexo,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,lisa,rosa,sim,nenhum,livre,proxima,larga,cinza,alargando,bulbosa,lisa,lisa,branca,branca,parcial,branca,dois,pendente,verde,varias,matas
venenoso,convexo,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,bege,sim,fetido,livre,proxima,larga,branca,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,varias,gramado
venenoso,convexo,lisa,bege,sim,fetido,livre,proxima,larga,branca,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,varias,urbano
comestivel,nodoso,lisa,vermelho,sim,nenhum,livre,proxima,larga,vermelha,alargando,desconhecida,lisa,lisa,branca,branca,parcial,branca,dois,evanescente,branca,agrupada,residuos
venenoso,achatado,lisa,bege,sim,fetido,livre,proxima,larga,branca,afinando,bulbosa,lisa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,gramado
comestivel,convexo,fibrosa,marrom,nao,nenhum,livre,lotada,estreita,branca,alargando,bulbosa,fibrosa,fibrosa,branca,marrom,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,florestas
comestivel,achatado,escamosa,branco,nao,nenhum,livre,proxima,estreita,branca,alargando,desconhecida,lisa,fibrosa,branca,branca,parcial,branca,um,flarante,chocolate,solitaria,florestas
venenoso,achatado,lisa,branco,sim,fetido,livre,proxima,larga,branca,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,urbano
venenoso,achatado,lisa,rosa,sim,nenhum,livre,proxima,larga,verde,alargando,bulbosa,lisa,lisa,branca,branca,parcial,branca,dois,pendente,verde,varias,gramado
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,lisa,cinza,sim,fetido,livre,proxima,larga,chocolate,afinando,bulbosa,lisa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,gramado
venenoso,convexo,escamosa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,lisa,cinza,sim,fetido,livre,proxima,larga,chocolate,afinando,bulbosa,fibrosa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,gramado
venenoso,achatado,lisa,branco,sim,fetido,livre,proxima,larga,chocolate,afinando,bulbosa,lisa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,urbano
venenoso,convexo,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,sino,escamosa,bege,sim,nenhum,livre,proxima,larga,cinza,alargando,bulbosa,lisa,lisa,branca,branca,parcial,branca,dois,pendente,verde,varias,gramado
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,escamosa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,florestas
comestivel,nodoso,escamosa,bege,sim,nenhum,livre,proxima,larga,vermelha,alargando,desconhecida,lisa,lisa,branca,branca,parcial,branca,dois,evanescente,branca,agrupada,residuos
comestivel,convexo,escamosa,branco,nao,nenhum,livre,proxima,estreita,rosa,alargando,desconhecida,lisa,fibrosa,branca,branca,parcial,branca,um,flarante,chocolate,solitaria,florestas
venenoso,achatado,lisa,bege,sim,fetido,livre,proxima,larga,rosa,afinando,bulbosa,lisa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,varias,urbano
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,lisa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,convexo,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,convexo,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,nodoso,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,lisa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,convexo,lisa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,nodoso,lisa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,nodoso,lisa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,convexo,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,lisa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,lisa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
comestivel,sino,lisa,marrom,nao,nenhum,presa,proxima,larga,amarela,alargando,desconhecida,lisa,lisa,laranja,laranja,parcial,marrom,um,pendente,marrom,agrupada,folhas
venenoso,achatado,lisa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
comestivel,convexo,lisa,marrom,nao,nenhum,presa,proxima,larga,laranja,alargando,desconhecida,lisa,lisa,laranja,laranja,parcial,marrom,um,pendente,marrom,varias,folhas
venenoso,achatado,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,lisa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,lisa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,nodoso,lisa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,nodoso,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,convexo,lisa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,caminhos
comestivel,convexo,fibrosa,branco,nao,nenhum,livre,lotada,larga,branca,alargando,desconhecida,sedosa,sedosa,branca,branca,parcial,branca,dois,pendente,branca,numerosa,gramado
venenoso,achatado,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,convexo,lisa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,lisa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,nodoso,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,lisa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,nodoso,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,convexo,lisa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,lisa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,lisa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,branca,branca,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,vermelho,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,convexo,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,branca,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,lisa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,convexo,lisa,marrom,nao,fetido,livre,proxima,estreita,bege,afinando,desconhecida,lisa,lisa,rosa,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,achatado,escamosa,vermelho,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,branca,rosa,parcial,branca,um,evanescente,branca,varias,caminhos
venenoso,convexo,escamosa,vermelho,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,folhas
